	Gene Symbol	CD44+ N48	CD44+ N58	CD44+ N43	CD44+ N37	CD44+ N39	CD44+ N40	PseudoFC	P value	Gene description
631	VN1R2	2.2332741	2.4608604	2.5696382	4.8688724	5.0777484	4.6965636	5.514727	3.26E-03	vomeronasal 1 receptor 2
632	GIGYF1	7.5650849	7.3333426	8.149849	10.1374006	9.9824375	10.0270739	5.509758	6.03E-03	GRB10 interacting GYF protein 1
633	RHOF	4.0862434	3.861445	4.2005388	4.5353742	6.7691659	6.5470464	5.505231	4.00E-02	"ras homolog gene family, member F (in filopodia)"
634	SLC2A8	5.587021	3.2017427	4.4322012	6.8906851	7.2661806	6.8353237	5.496388	1.51E-02	"solute carrier family 2 (facilitated glucose transporter), member 8"
635	MYO10	8.0665786	6.8742149	7.1803363	9.331773	9.8153248	9.79979	5.492862	1.13E-02	myosin X
636	EFHC1	5.5073897	5.651619	5.5478378	7.6795369	8.1004256	8.1090253	5.492284	3.72E-03	EF-hand domain (C-terminal) containing 1
637	IKBKB	5.640125	6.0718315	6.3934694	8.4557222	8.528839	8.8094323	5.490766	4.07E-03	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
638	PLCH2	1.6483116	1.6483116	1.6483116	3.3258485	5.405438	4.104181	5.486436	1.16E-02	"phospholipase C, eta 2"
639	RBM44	1.6483116	3.4747757	1.6483116	4.7205988	5.1197415	4.104181	5.486436	1.84E-02	RNA binding motif protein 44
640	WDHD1	1.6483116	1.6483116	1.6483116	4.6241772	2.738957	4.104181	5.486436	1.97E-02	WD repeat and HMG-box DNA binding protein 1
641	FLJ10213	1.6483116	1.6483116	1.6483116	4.1543752	2.738957	4.104181	5.486436	2.01E-02	No description
642	NSFL1C	8.2601422	8.6110874	9.3920526	11.7805869	11.8469067	10.5964409	5.482577	9.19E-03	NSFL1 (p97) cofactor (p47)
643	C9orf80	5.9452976	4.1808567	5.5514031	8.0461615	8.0061036	7.9258664	5.481993	7.97E-03	chromosome 9 open reading frame 80
644	DPP3	4.524815	4.5322211	4.9155758	7.5047191	6.9867865	6.074283	5.48148	1.44E-02	dipeptidyl-peptidase 3
645	CXCL1	7.3668263	8.3035587	8.6437622	10.120329	10.9082036	10.7580262	5.481108	9.61E-03	"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"
646	NT5DC3	7.4927285	7.5248445	6.442469	8.5091257	10.6354847	9.9470548	5.480571	1.64E-02	5'-nucleotidase domain containing 3
647	DDHD2	4.5802203	4.5792681	4.2694749	7.1514814	7.0330499	6.6526126	5.478503	3.73E-03	DDHD domain containing 2
648	DPF2	6.1961671	5.3992944	6.8641742	8.6479521	8.5656936	8.7305686	5.470926	8.80E-03	"D4, zinc and double PHD fingers family 2"
649	UNC13D	3.6483116	4.8001501	5.7613035	6.977837	7.235532	8.2108208	5.462333	1.29E-02	unc-13 homolog D (C. elegans)
650	LOC100130776	3.4217357	4.0507519	4.9256767	6.6662369	6.5341848	5.8692823	5.454877	1.60E-02	No description
651	C8orf73	5.5995525	3.1784361	3.1260547	5.5706458	5.9335722	6.4109029	5.443713	4.33E-02	chromosome 8 open reading frame 73
652	SFI1	3.9465722	3.5108544	4.6498723	6.3909433	6.9690298	6.0996418	5.442883	9.31E-03	"Sfi1 homolog, spindle assembly associated (yeast)"
653	CHST6	6.5215943	6.2433959	5.6586481	8.4826344	8.6873471	8.9218824	5.441299	4.83E-03	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6
654	RNF208	2.2332741	3.5081965	3.0286304	5.951866	5.4160111	4.9549407	5.440237	9.78E-03	ring finger protein 208
655	LTB4R	2.6483116	3.2974582	3.9674642	6.410548	6.1153503	4.5786096	5.438029	1.85E-02	leukotriene B4 receptor
656	INPP5D	3.7919152	3.2508156	3.8875405	5.6910232	5.9765557	8.2510869	5.427198	1.20E-02	"inositol polyphosphate-5-phosphatase, 145kDa"
657	ERI3	7.9877947	6.516549	7.7639169	10.4578557	9.9688946	8.9534459	5.414758	1.74E-02	ERI1 exoribonuclease family member 3
658	LOC400043	8.6032598	6.7280461	6.8826835	9.3198003	9.1644167	9.475426	5.412783	3.15E-02	No description
659	DGKE	6.454968	6.470224	6.9935833	8.7205374	8.9063476	9.4438458	5.411857	6.60E-03	"diacylglycerol kinase, epsilon 64kDa"
660	ALG13	1.6483116	3.0232337	4.1737885	5.4589794	6.2192927	4.9750172	5.410439	1.83E-02	asparagine-linked glycosylation 13 homolog (S. cerevisiae)
661	MPPE1	4.618666	3.6154409	5.3554066	6.4627536	7.0535801	7.1346221	5.407321	1.49E-02	metallophosphoesterase 1
662	C17orf63	6.6758921	6.6583936	7.0415122	9.32784	9.4755378	8.3606745	5.403992	1.10E-02	chromosome 17 open reading frame 63
663	DGKQ	5.6642971	2.9702397	4.0702729	6.5039435	7.0029611	6.1876816	5.402663	2.57E-02	"diacylglycerol kinase, theta 110kDa"
664	ADAT3	6.9244339	4.857001	6.9665569	8.9857499	9.3994089	9.3017989	5.399598	9.26E-03	"adenosine deaminase, tRNA-specific 3, TAD3 homolog (S. cerevisiae)"
665	FAM166B	0.6483116	0.6483116	0.6483116	3.0806369	2.9866267	3.3505197	5.397627	2.43E-03	"family with sequence similarity 166, member B"
666	TMCO2	0.6483116	0.6483116	0.6483116	3.0806369	2.9866267	4.7484251	5.397627	6.63E-03	transmembrane and coiled-coil domains 2
667	RBM41	0.6483116	0.6483116	0.6483116	3.0806369	3.633181	2.3702641	5.397627	8.83E-03	RNA binding motif protein 41
668	CLDND2	0.6483116	0.6483116	1.9621413	3.0806369	3.633181	3.9663207	5.397627	1.14E-02	claudin domain containing 2
669	DYSFIP1	0.6483116	0.6483116	1.6487905	3.0806369	2.3529117	4.2624744	5.397627	2.12E-02	dysferlin interacting protein 1
670	UBE2Q2P3	0.6483116	1.9621413	2.201703	3.0806369	3.2836904	5.4066346	5.397627	2.94E-02	ubiquitin-conjugating enzyme E2Q family member 2 pseudogene 3
671	INCA1	3.8596957	0.6483116	1.2453641	3.0806369	5.0531961	4.6015961	5.397627	4.41E-02	"inhibitor of CDK, cyclin A1 interacting protein 1"
672	TIMM13	8.389089	7.9270792	9.3222733	10.8204154	11.6396222	10.4535561	5.393891	1.32E-02	translocase of inner mitochondrial membrane 13 homolog (yeast)
673	THUMPD3	2.2332741	2.8137431	2.2332741	4.7221689	5.2440364	3.0539842	5.39003	3.71E-02	THUMP domain containing 3
674	TSG101	8.3789027	7.5485134	8.4641064	12.1016739	10.8072174	9.9400756	5.382643	1.10E-02	tumor susceptibility gene 101
675	ZNF623	4.524815	2.9323185	3.3227337	5.8447921	5.3601813	6.2344299	5.380957	1.76E-02	zinc finger protein 623
676	CES3	2.9702397	3.712129	3.1110506	4.7536687	5.8892306	6.1398844	5.380557	1.33E-02	carboxylesterase 3
677	TUBB2C	10.753745	11.2000783	11.4377732	12.5781913	13.6757444	13.8620796	5.367709	1.39E-02	"tubulin, beta 2C"
678	SHOX2	7.2652506	6.6671376	6.6716674	9.0952459	8.2042054	9.7974615	5.365001	1.75E-02	short stature homeobox 2
679	PREX2	2.6483116	2.6483116	3.310652	5.071717	4.89574	6.0337529	5.364358	9.00E-03	"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
680	ACSL4	6.3173177	6.3937525	6.6778161	9.0962455	8.8761393	8.7388705	5.357473	3.41E-03	acyl-CoA synthetase long-chain family member 4
681	WFDC8	3.1936097	1.2453641	2.59287	5.4066346	4.6015961	5.0137688	5.355045	1.14E-02	WAP four-disulfide core domain 8
682	SF3B2	8.1863254	8.0423093	8.1299473	10.7960823	10.5485002	9.8330835	5.346345	8.44E-03	"splicing factor 3b, subunit 2, 145kDa"
683	ZNF321	7.0684707	6.8923231	7.8737936	9.3102667	9.6346764	9.9469646	5.344087	8.91E-03	zinc finger protein 321
684	SHF	6.7132477	5.1667895	6.2581254	8.4362271	8.5699675	9.1282895	5.333349	8.48E-03	Src homology 2 domain containing F
685	HAVCR2	4.524815	2.2332741	3.6862881	6.0982494	4.8890582	6.7065567	5.321973	2.48E-02	hepatitis A virus cellular receptor 2
686	CARD10	6.3401149	4.2852107	4.8299247	6.9097206	9.2197131	6.6929811	5.306536	3.04E-02	"caspase recruitment domain family, member 10"
687	GATSL3	5.0421439	4.6918492	5.2883098	7.0994253	7.4201766	7.9335728	5.305821	5.90E-03	GATS protein-like 3
688	C11orf53	0.6483116	3.3360202	3.8734293	6.1032507	5.7416656	5.1575148	5.298726	1.61E-02	chromosome 11 open reading frame 53
689	DBF4B	8.1507089	7.6400399	7.9068205	10.0456621	10.294407	10.6113714	5.29864	4.89E-03	DBF4 homolog B (S. cerevisiae)
690	PPIF	8.2493965	8.5778861	9.1420157	10.8219552	11.2565248	10.9814642	5.291138	7.16E-03	peptidylprolyl isomerase F
691	CCNJ	3.2332741	4.08708	4.1375533	6.5410895	5.9701016	5.9268528	5.290985	9.40E-03	cyclin J
692	NFIC	9.7597308	7.6010494	7.9536137	11.323041	10.2804864	10.3568892	5.290029	2.65E-02	nuclear factor I/C (CCAAT-binding transcription factor)
693	PPP1R16B	5.9364935	3.4558034	3.8588313	5.8573987	5.8584711	8.6329369	5.283871	4.52E-02	"protein phosphatase 1, regulatory (inhibitor) subunit 16B"
694	UTP6	5.9815351	6.4389059	5.4739898	8.2407629	8.7333048	8.3822704	5.280722	6.18E-03	"UTP6, small subunit (SSU) processome component, homolog (yeast)"
695	CDK2AP2	7.9122513	6.9444155	8.5561668	11.1731402	9.344509	9.7804669	5.278374	2.33E-02	cyclin-dependent kinase 2 associated protein 2
696	C1orf135	9.8933965	9.2939794	10.8556172	12.2933182	12.3131535	11.794919	5.277745	1.80E-02	chromosome 1 open reading frame 135
697	JRK	4.8713151	4.9882543	4.7266783	7.2709863	7.1104205	7.424999	5.276829	3.18E-03	jerky homolog (mouse)
698	CYP2R1	4.2644796	4.0595338	4.1400458	6.2179115	7.3144981	6.5352117	5.260376	6.04E-03	"cytochrome P450, family 2, subfamily R, polypeptide 1"
699	ATP1B4	0.6483116	0.6483116	0.6483116	3.3505197	2.9866267	3.0432576	5.259574	2.55E-03	"ATPase, Na+/K+ transporting, beta 4 polypeptide"
700	XKR6	0.6483116	0.6483116	0.6483116	3.3505197	2.9866267	3.0432576	5.259574	2.55E-03	"XK, Kell blood group complex subunit-related family, member 6"
701	DNAJB7	0.6483116	1.0775598	2.201703	4.3721071	4.427996	3.0432576	5.259574	1.25E-02	"DnaJ (Hsp40) homolog, subfamily B, member 7"
702	PKLR	0.6483116	0.6483116	1.2453641	2.201703	3.8705691	3.0432576	5.259574	1.75E-02	"pyruvate kinase, liver and RBC"
703	CBLL1	6.689958	6.08576	6.2845446	8.679484	8.7230257	8.4824584	5.25955	5.77E-03	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1
704	HMX3	3.1936097	0.6483116	1.6487905	4.8544415	4.0427262	3.3505197	5.255892	3.05E-02	H6 family homeobox 3
705	TUBE1	4.6198424	5.243329	5.3515242	8.1113205	7.6364196	6.6115774	5.252814	1.27E-02	"tubulin, epsilon 1"
706	DOT1L	9.2239492	8.417283	10.1869718	11.6151904	11.6919502	11.3786109	5.246085	1.54E-02	"DOT1-like, histone H3 methyltransferase (S. cerevisiae)"
707	UTS2D	2.2332741	3.0469249	3.9828696	5.7733176	4.624129	5.8422756	5.244681	1.87E-02	urotensin 2 domain containing
708	SLC10A7	4.524815	2.2332741	2.5235832	5.1667895	4.624129	5.278963	5.244681	4.05E-02	"solute carrier family 10 (sodium/bile acid cotransporter family), member 7"
709	CRCP	5.3459603	4.9049935	4.8761008	6.7420275	7.4377686	7.7366351	5.244026	9.85E-03	CGRP receptor component
710	RNF123	6.4916442	5.8772717	5.9597338	8.8808312	8.4002837	7.9598904	5.238621	8.95E-03	ring finger protein 123
711	LOC283314	5.5940565	5.0311038	5.3007687	7.4189362	7.71465	7.8037798	5.233704	5.28E-03	No description
712	TEP1	5.7892722	5.4447748	6.1461435	8.3322975	8.5294921	7.666684	5.217463	7.94E-03	telomerase-associated protein 1
713	ADSSL1	5.4523941	3.2086063	2.6007523	5.1024276	5.5912356	7.5660506	5.214863	4.36E-02	adenylosuccinate synthase like 1
714	RUNDC2C	3.4556665	3.8299546	4.1571256	5.0734688	6.4357514	6.5384984	5.210323	1.70E-02	RUN domain containing 2C
715	FAAH	3.4217357	3.2086063	4.4534962	5.7313714	6.0856195	5.8023145	5.207456	1.36E-02	fatty acid amide hydrolase
716	PELI3	5.2345997	4.0923906	4.9261679	7.7787403	6.7660594	6.4723154	5.205096	1.61E-02	pellino homolog 3 (Drosophila)
717	MRPL32	9.2905056	8.6888492	8.573746	10.9526606	11.5427469	11.1386027	5.201453	7.02E-03	mitochondrial ribosomal protein L32
718	C9orf114	2.6483116	3.7655359	4.1482442	6.7744099	5.9930648	5.0260623	5.197258	1.79E-02	chromosome 9 open reading frame 114
719	TAF10	8.8319351	7.2804591	8.2701396	10.6454389	10.8632149	10.5961651	5.188434	8.59E-03	"TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa"
720	TIPRL	6.8340909	6.8962885	6.2903126	9.3287923	8.7576973	8.6651772	5.186871	8.62E-03	"TIP41, TOR signaling pathway regulator-like (S. cerevisiae)"
721	SRP72	8.0371105	7.5029742	6.2901921	10.4110855	8.9222106	9.0390954	5.183674	2.56E-02	signal recognition particle 72kDa
722	C2orf15	7.5331692	6.8110801	7.2852237	9.3749464	9.6578243	9.8578474	5.178738	5.58E-03	chromosome 2 open reading frame 15
723	FAM73B	5.8990919	5.6809894	6.2590301	8.38877	8.2713171	8.2688624	5.177391	4.44E-03	"family with sequence similarity 73, member B"
724	ZNF169	1.6483116	1.6483116	1.6892959	4.6615266	4.0174236	3.5567349	5.16623	7.25E-03	zinc finger protein 169
725	GP5	1.6483116	1.6483116	1.6892959	4.0174236	3.2469429	4.6918492	5.16623	1.13E-02	glycoprotein V (platelet)
726	GRM2	1.6483116	1.6483116	1.9775059	4.0174236	2.738957	4.8301873	5.16623	2.45E-02	"glutamate receptor, metabotropic 2"
727	HSPA1L	1.6483116	2.6007523	3.8413829	4.9305609	4.0174236	7.6327467	5.16623	2.83E-02	heat shock 70kDa protein 1-like
728	RNF112	4.4230841	1.6483116	2.4579086	5.4589794	4.0174236	6.3507741	5.16623	3.40E-02	ring finger protein 112
729	CEP192	3.8596957	1.3870421	3.0432576	5.2563995	5.4106265	5.6062211	5.159992	1.47E-02	centrosomal protein 192kDa
730	TMEM149	5.0421439	1.6483116	3.4351598	5.8049017	5.1197415	5.8023145	5.159226	4.21E-02	transmembrane protein 149
731	GPR133	4.5394671	4.5096687	5.5525547	7.9176803	6.4849927	7.3986292	5.151975	1.38E-02	G protein-coupled receptor 133
732	ERMP1	4.7929586	3.2332741	3.5445684	6.258988	6.4646749	5.5979883	5.150506	1.69E-02	endoplasmic reticulum metallopeptidase 1
733	XIRP1	4.0862434	5.4510795	5.9016292	5.6512108	7.8146981	8.3290432	5.146596	4.55E-02	xin actin-binding repeat containing 1
734	ZNF335	6.4715117	6.1675442	7.567461	8.8348091	9.0360085	8.7812416	5.145451	1.54E-02	zinc finger protein 335
735	AP1S1	6.391572	4.4354049	4.5294444	8.2724679	7.1277012	6.7978826	5.142528	2.56E-02	"adaptor-related protein complex 1, sigma 1 subunit"
736	DUS2L	1.6483116	3.4230614	3.0232337	5.6007167	5.7833178	3.5567349	5.134616	3.12E-02	"dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)"
737	GINS1	3.7919152	3.2017427	3.5326809	4.2727004	6.1507189	6.1074565	5.129448	2.96E-02	GINS complex subunit 1 (Psf1 homolog)
738	DUS3L	6.7317915	5.8910832	7.8917362	9.299419	9.8810827	8.2488674	5.125825	2.40E-02	dihydrouridine synthase 3-like (S. cerevisiae)
739	POLA1	2.2332741	2.2332741	2.8137431	6.1385506	3.9581479	4.5902612	5.122994	1.65E-02	"polymerase (DNA directed), alpha 1, catalytic subunit"
740	MFSD11	7.2977196	4.7473785	5.4668002	7.8529443	7.4900138	7.8221058	5.117026	4.51E-02	major facilitator superfamily domain containing 11
741	RPL9	13.0436937	13.0829704	13.4577012	15.4611189	15.8125952	15.2014807	5.115566	6.22E-03	ribosomal protein L9
742	SPRYD4	5.9815351	4.0471912	4.0328528	6.8459019	6.4125401	6.3875688	5.114935	3.85E-02	SPRY domain containing 4
743	HCCS	6.2565635	6.0193352	6.4828362	9.0072734	8.6110026	8.3291936	5.113954	5.49E-03	holocytochrome c synthase
744	C10orf140	3.4556665	3.4556665	3.52266	5.9033029	4.8705312	5.8085352	5.10839	1.39E-02	chromosome 10 open reading frame 140
745	KDM2A	9.2842478	8.6992031	9.2611898	11.6362026	11.1860802	11.5750931	5.105155	5.60E-03	lysine (K)-specific demethylase 2A
746	KRT27	0.6483116	0.6483116	0.729148	3.0806369	2.9866267	3.0432576	5.103507	2.12E-03	keratin 27
747	SMYD4	7.2183674	4.45745	5.3601813	7.7111896	7.6919848	8.2094863	5.101807	3.16E-02	SET and MYND domain containing 4
748	IKZF2	3.2332741	4.67271	3.8765733	5.5834512	5.9701016	7.0615608	5.098868	1.87E-02	IKAROS family zinc finger 2 (Helios)
749	POP1	3.2332741	3.2332741	3.2607259	5.5826495	6.3989163	5.3486503	5.096036	5.72E-03	"processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)"
750	SP4	5.6454486	5.1888109	4.6353072	7.1639182	7.039303	7.9939177	5.092835	1.28E-02	Sp4 transcription factor
751	CHD3	8.9781311	7.1750729	8.2742809	10.6220125	10.0834537	11.2785564	5.090233	1.42E-02	chromodomain helicase DNA binding protein 3
752	C9orf78	6.9585329	7.7324122	7.0834816	9.7679765	9.3142902	9.4304141	5.087414	8.35E-03	chromosome 9 open reading frame 78
753	TNFAIP8L1	7.7404719	7.1613204	7.7564625	9.9513928	10.0804792	10.1030578	5.086225	3.85E-03	"tumor necrosis factor, alpha-induced protein 8-like 1"
754	WDR27	2.9702397	3.8273635	2.9702397	5.9188894	3.8273635	6.1738427	5.085816	3.65E-02	WD repeat domain 27
755	FAM32A	7.7865889	7.9903121	7.9124914	10.3823293	10.1330496	10.1415871	5.085751	3.46E-03	"family with sequence similarity 32, member A"
756	E2F4	2.6483116	3.7224287	4.4951309	6.066286	6.8282139	5.4002466	5.076581	1.64E-02	"E2F transcription factor 4, p107/p130-binding"
757	ACHE	3.7919152	3.424247	3.0160212	5.7483203	6.0008416	5.767049	5.072869	5.15E-03	acetylcholinesterase
758	INTU	3.8596957	1.477118	2.7142554	3.3505197	5.3510762	6.2020682	5.071359	4.27E-02	inturned planar cell polarity effector homolog (Drosophila)
759	PRR12	6.7348897	4.901486	5.4022751	8.4985461	7.4799351	7.7435762	5.067595	2.10E-02	proline rich 12
760	PYCRL	5.289265	4.237433	4.9510132	6.7738384	7.4743624	7.2898127	5.058815	9.56E-03	pyrroline-5-carboxylate reductase-like
761	ACTL7B	0.6483116	0.6483116	0.729148	3.3505197	2.9866267	2.3702641	5.057117	8.99E-03	actin-like 7B
762	HAPLN2	0.6483116	0.6483116	0.729148	3.6615273	2.9866267	2.3702641	5.057117	1.00E-02	hyaluronan and proteoglycan link protein 2
763	PLB1	0.6483116	0.6483116	0.6483116	2.201703	2.9866267	3.3505197	5.057117	1.11E-02	phospholipase B1
764	SNORA24	0.6483116	0.6483116	0.6483116	2.201703	2.9866267	3.3505197	5.057117	1.11E-02	"small nucleolar RNA, H/ACA box 24"
765	CYP46A1	0.6483116	0.6483116	0.729148	2.201703	2.9866267	3.7727068	5.057117	1.26E-02	"cytochrome P450, family 46, subfamily A, polypeptide 1"
766	MIR132	0.6483116	0.6483116	1.3870421	2.201703	2.9866267	5.1575148	5.057117	2.35E-02	microRNA 132
767	ATP2A1	0.6483116	2.59287	0.6483116	4.6321821	2.9866267	3.3505197	5.057117	2.49E-02	"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
768	TMEM132E	0.6483116	2.358908	2.9866267	4.8544415	2.9866267	5.2299521	5.057117	3.26E-02	transmembrane protein 132E
769	SHKBP1	6.3981189	6.3265162	6.876812	10.1407447	8.7343737	8.6518138	5.0499	8.97E-03	SH3KBP1 binding protein 1
770	PCMT1	9.2407602	8.4366682	8.3833018	11.2334272	10.8826136	10.7176866	5.043359	9.42E-03	protein-L-isoaspartate (D-aspartate) O-methyltransferase
771	C22orf30	3.6483116	4.447737	4.9587981	7.5146363	6.7813645	5.5999367	5.040712	2.15E-02	chromosome 22 open reading frame 30
772	TYMS	3.7919152	2.6483116	2.6483116	5.02385	5.9765557	4.9809998	5.037431	1.45E-02	thymidylate synthetase
773	LOC283174	3.2332741	3.9907594	3.6850818	4.5895456	6.6316998	6.0169797	5.034672	2.54E-02	No description
774	MRPS25	7.0608375	6.4346972	6.6491391	8.2791533	8.9789869	10.3338954	5.027523	1.50E-02	mitochondrial ribosomal protein S25
775	HOXB6	4.3136318	2.4013673	3.431467	6.328517	5.4619699	5.7612151	5.027176	1.45E-02	homeobox B6
776	ATRIP	5.7806916	2.9260582	5.1096267	7.4393232	7.8125026	6.9471987	5.026996	1.68E-02	ATR interacting protein
777	FOXD1	3.4217357	2.8939649	1.6892959	5.1960783	4.0174236	6.4543472	5.021532	2.16E-02	forkhead box D1
778	MAP7D1	10.3819247	9.3086411	11.1908392	12.7089366	13.1689216	12.6361753	5.01765	1.20E-02	MAP7 domain containing 1
779	FMNL3	8.1304653	6.765079	6.6953795	9.7029025	8.8514971	10.4554197	5.010499	1.59E-02	formin-like 3
780	SEC31A	10.3213978	9.1004691	9.4492541	12.2387271	11.7734408	11.6150454	5.007834	1.24E-02	SEC31 homolog A (S. cerevisiae)
781	RRN3P3	8.8516479	8.1216496	9.2658397	11.3784571	11.1560388	11.1748148	5.004295	6.84E-03	RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 3
782	TSPAN31	5.7806916	5.6335317	5.6456488	7.9676369	7.4446833	8.1142589	5.000208	7.87E-03	tetraspanin 31
783	COG2	4.8596859	3.956583	4.4927449	7.2752202	6.8124848	5.3980087	4.992422	2.62E-02	component of oligomeric golgi complex 2
784	XPC	7.0023321	5.59688	5.7884855	9.3614983	7.9165487	8.09076	4.992176	1.84E-02	"xeroderma pigmentosum, complementation group C"
785	KHNYN	7.54418	6.6933764	8.1426405	9.679171	10.1151378	9.8632922	4.99025	1.04E-02	KH and NYN domain containing
786	ZNF490	5.0189894	4.3065705	4.6598713	6.3672572	7.1743793	7.3356856	4.9819	1.03E-02	zinc finger protein 490
787	GDAP1	4.8167645	3.5081965	2.4608604	5.9681519	5.8238011	5.4506619	4.978132	2.64E-02	ganglioside-induced differentiation-associated protein 1
788	LOC643008	4.0862434	3.4864728	3.7952568	6.1322438	5.8005236	6.3347906	4.972774	6.42E-03	No description
789	GPR25	4.6466554	2.9405873	3.8596957	5.2563995	6.1730796	6.5221071	4.970476	2.28E-02	G protein-coupled receptor 25
790	FLJ39582	5.2641547	2.6745446	4.8515629	7.5760282	7.0046016	7.0623575	4.965275	1.24E-02	No description
791	ITGA10	3.4556665	5.4768231	5.4676163	7.2095632	7.4266942	7.7882168	4.963624	1.33E-02	"integrin, alpha 10"
792	ASF1A	6.2266814	5.9868472	6.6101053	8.5359924	8.4865516	8.7076515	4.956463	5.52E-03	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
793	EIF4ENIF1	6.1354234	5.310471	5.8477354	7.8885287	8.4024989	8.156863	4.955833	6.71E-03	eukaryotic translation initiation factor 4E nuclear import factor 1
794	LOC286467	2.2332741	4.5635329	5.189414	6.2878814	6.9496883	6.8702567	4.947583	1.95E-02	No description
